team,team_id,player_name,position,dob,nationality
Australia,779,Nestor Irankunda,Offence,2006-02-09,Australia
Australia,779,Tete Yengi,Offence,2000-11-28,Australia
New Zealand,783,Max Crocombe,Goalkeeper,1993-08-12,New Zealand
New Zealand,783,Michael Woud,Goalkeeper,1999-01-16,New Zealand
New Zealand,783,Alex Paulsen,Goalkeeper,2002-07-04,New Zealand
New Zealand,783,Liberato Cacace,Defence,2000-09-27,New Zealand
New Zealand,783,Tommy Smith,Defence,1990-03-31,New Zealand
New Zealand,783,Michael Boxall,Defence,1988-08-18,New Zealand
New Zealand,783,Francis De Vries,Defence,1994-11-28,New Zealand
New Zealand,783,Callan Elliot,Defence,1999-07-07,New Zealand
New Zealand,783,Tim Payne,Defence,1994-01-10,New Zealand
New Zealand,783,Nando Pijnaker,Defence,1999-02-25,New Zealand
New Zealand,783,Finn Surman,Defence,2003-09-23,New Zealand
New Zealand,783,Tyler Bindon,Defence,2005-01-27,New Zealand
New Zealand,783,Alex Rufer,Midfield,1996-06-12,New Zealand
New Zealand,783,Sarpreet Singh,Midfield,1999-02-20,New Zealand
New Zealand,783,Ryan Thomas,Midfield,1994-12-20,New Zealand
New Zealand,783,Callum McCowatt,Midfield,1999-04-30,New Zealand
New Zealand,783,Joe Bell,Midfield,1999-04-27,New Zealand
New Zealand,783,Marko Stamenic,Midfield,2002-02-19,New Zealand
New Zealand,783,Ben Old,Midfield,2002-08-13,New Zealand
New Zealand,783,Kosta Barbarouses,Offence,1990-02-19,New Zealand
New Zealand,783,Chris Wood,Offence,1991-12-07,New Zealand
New Zealand,783,Ben Waine,Offence,2001-06-11,New Zealand
New Zealand,783,Elijah Just,Offence,2000-05-01,New Zealand
New Zealand,783,Matthew Garbett,Offence,2002-04-13,New Zealand
New Zealand,783,Lachlan Bayliss,Offence,2002-07-24,New Zealand
New Zealand,783,Jesse Randall,Offence,2002-08-19,New Zealand
Switzerland,788,Gregor Kobel,Goalkeeper,1997-12-06,Switzerland
Switzerland,788,Yvon Mvogo,Goalkeeper,1994-06-06,Switzerland
Switzerland,788,Marvin Keller,Goalkeeper,2002-07-03,Switzerland
Switzerland,788,Manuel Akanji,Defence,1995-07-19,Switzerland
Switzerland,788,Ricardo Rodriguez,Defence,1992-08-25,Switzerland
Switzerland,788,Silvan Widmer,Defence,1993-03-05,Switzerland
Switzerland,788,Nico Elvedi,Defence,1996-09-30,Switzerland
Switzerland,788,Eray Cömert,Defence,1998-02-04,Switzerland
Switzerland,788,Miro Muheim,Defence,1998-03-24,Switzerland
Switzerland,788,Aurele Amenda,Defence,2003-07-31,Switzerland
Switzerland,788,Luca Jaquez,Defence,2003-06-02,Switzerland
Switzerland,788,Remo Freuler,Midfield,1992-04-15,Switzerland
Switzerland,788,Granit Xhaka,Midfield,1992-09-27,Switzerland
Switzerland,788,Denis Zakaria,Midfield,1996-11-20,Switzerland
Switzerland,788,Michel Aebischer,Midfield,1997-01-06,Switzerland
Switzerland,788,Djibril Sow,Midfield,1997-02-06,Switzerland
Switzerland,788,Christian Fassnacht,Midfield,1993-11-11,Switzerland
Switzerland,788,Ruben Vargas,Midfield,1998-08-05,Switzerland
Switzerland,788,Ardon Jasari,Midfield,2002-07-30,Switzerland
Switzerland,788,Fabian Rieder,Midfield,2002-02-16,Switzerland
Switzerland,788,Johan Manzambi,Midfield,2005-10-14,Switzerland
Switzerland,788,Breel Embolo,Offence,1997-02-14,Switzerland
Switzerland,788,Noah Okafor,Offence,2000-05-24,Switzerland
Switzerland,788,Cédric Itten,Offence,1996-12-27,Switzerland
Switzerland,788,Dan Ndoye,Offence,2000-10-25,Switzerland
Switzerland,788,Zeki Amdouni,Offence,2000-12-04,Switzerland
Ecuador,791,Hernán Galíndez,Goalkeeper,1987-03-30,Ecuador
Ecuador,791,Gonzalo Valle,Goalkeeper,1996-02-28,Ecuador
Ecuador,791,Moisés Ramírez,Goalkeeper,2000-09-09,Ecuador
Ecuador,791,Ángelo Preciado,Defence,1998-02-18,Ecuador
Ecuador,791,Félix Torres,Defence,1997-01-11,Ecuador
Ecuador,791,Pervis Estupiñán,Defence,1998-01-21,Ecuador
Ecuador,791,William Pacho,Defence,2001-10-16,Ecuador
Ecuador,791,Jackson Porozo,Defence,2000-08-04,Ecuador
Ecuador,791,Piero Hincapié,Defence,2002-01-09,Ecuador
Ecuador,791,Joel Ordoñez,Defence,2004-04-21,Ecuador
Ecuador,791,Yaimar Medina,Defence,2004-11-05,Ecuador
Ecuador,791,Alan Franco,Midfield,1998-08-21,Ecuador
Ecuador,791,Jordy Alcívar,Midfield,1999-08-05,Ecuador
Ecuador,791,Gonzalo Plata,Midfield,2000-11-01,Ecuador
Ecuador,791,Moisés Caicedo,Midfield,2001-11-02,Ecuador
Ecuador,791,Pedro Vite,Midfield,2002-03-09,Ecuador
Ecuador,791,Alan Minda,Midfield,2003-05-14,Ecuador
Ecuador,791,Ray Paez,Midfield,2007-05-04,Ecuador
Ecuador,791,Denil Castillo,Midfield,2004-03-24,Ecuador
Ecuador,791,Jordy Caicedo,Offence,1997-11-18,Ecuador
Ecuador,791,Enner Valencia,Offence,1989-11-04,Ecuador
Ecuador,791,John Yeboah,Offence,2000-06-23,Ecuador
Ecuador,791,Anthony Valencia,Offence,2003-07-21,Ecuador
Ecuador,791,Nilson Angulo,Offence,2003-06-19,Ecuador
Ecuador,791,Kevin Rodríguez,Offence,2000-03-04,Ecuador
Ecuador,791,Jeremy,Offence,2005-03-19,Ecuador
Sweden,792,Kristoffer Nordfeldt,Goalkeeper,1989-06-23,Sweden
Sweden,792,Viktor Johansson,Goalkeeper,1998-09-14,Sweden
Sweden,792,Jacob Widell Zetterström,Goalkeeper,1998-07-11,Sweden
Sweden,792,Victor Nilsson-Lindelöf,Defence,1994-07-17,Sweden
Sweden,792,Carl Starfelt,Defence,1995-06-01,Sweden
Sweden,792,Gabriel Gudmundsson,Defence,1999-04-29,Sweden
Sweden,792,Hjalmar Ekdal,Defence,1998-10-21,Sweden
Sweden,792,Eric Smith,Defence,1997-01-08,Sweden
Sweden,792,Daniel Svensson,Defence,2002-02-12,Sweden
Sweden,792,Gustaf Lagerbielke,Defence,2000-04-10,Sweden
Sweden,792,Isak Hien,Defence,1999-01-13,Sweden
Sweden,792,Herman Johansson,Defence,1997-10-16,Sweden
Sweden,792,Elliot Stroud,Defence,2002-06-22,Sweden
Sweden,792,Ken Sema,Midfield,1993-09-30,Sweden
Sweden,792,Mattias Svanberg,Midfield,1999-01-05,Sweden
Sweden,792,Jesper Karlström,Midfield,1995-06-21,Sweden
Sweden,792,Yasin Ayari,Midfield,2003-10-06,Sweden
Sweden,792,Besfort Zeneli,Midfield,2002-11-21,Sweden
Sweden,792,Taha Ali,Midfield,1998-07-01,Sweden
Sweden,792,Lucas Bergvall,Midfield,2006-02-02,Sweden
Sweden,792,Alexander Isak,Offence,1999-09-21,Sweden
Sweden,792,Viktor Gyökeres,Offence,1998-06-04,Sweden
Sweden,792,Gustaf Nilsson,Offence,1997-05-23,Sweden
Sweden,792,Benjamin Nygren,Offence,2001-07-08,Sweden
Sweden,792,Alexander Bernhardsson,Offence,1998-09-08,Sweden
Sweden,792,Anthony Elanga,Offence,2002-04-27,Sweden
Czech Republic,798,Jindřich Staněk,Goalkeeper,1996-04-27,Czech Republic
Czech Republic,798,Matej Kovar,Goalkeeper,2000-05-17,Czech Republic
Czech Republic,798,Lukáš Horníček,Goalkeeper,2002-07-13,Czech Republic
Czech Republic,798,Ladislav Krejčí,Defence,1999-04-20,Czech Republic
Czech Republic,798,Jaroslav Zelený,Defence,1992-08-20,Czech Republic
Czech Republic,798,Vladimir Coufal,Defence,1992-08-22,Czech Republic
Czech Republic,798,Tomáš Holeš,Defence,1993-03-31,Czech Republic
Czech Republic,798,David Zima,Defence,2000-11-08,Czech Republic
Czech Republic,798,David Jurásek,Defence,2000-08-07,Czech Republic
Czech Republic,798,Robin Hranac,Defence,2000-01-29,Czech Republic
Czech Republic,798,Štěpán Chaloupek,Defence,2003-03-08,Czech Republic
Czech Republic,798,Vladimír Darida,Midfield,1990-08-08,Czech Republic
Czech Republic,798,Tomáš Souček,Midfield,1995-02-27,Czech Republic
Czech Republic,798,David Douděra,Midfield,1998-05-31,Czech Republic
Czech Republic,798,Michal Sadílek,Midfield,1999-05-31,Czech Republic
Czech Republic,798,Lukáš Provod,Midfield,1996-10-23,Czech Republic
Czech Republic,798,Pavel Šulc,Midfield,2000-12-29,Czech Republic
Czech Republic,798,Lukáš Červ,Midfield,2001-04-10,Czech Republic
Czech Republic,798,Denis Višinský,Midfield,2003-03-21,Czech Republic
Czech Republic,798,Alexandr Sojka,Midfield,2003-04-02,Czech Republic
Czech Republic,798,Hugo Sochůrek,Midfield,2008-06-07,Czech Republic
Czech Republic,798,Patrik Schick,Offence,1996-01-24,Czech Republic
Czech Republic,798,Tomáš Chorý,Offence,1995-01-26,Czech Republic
Czech Republic,798,Jan Kuchta,Offence,1997-01-08,Czech Republic
Czech Republic,798,Adam Hložek,Offence,2002-07-25,Czech Republic
Czech Republic,798,Mojmír Chytil,Offence,1999-04-29,Czech Republic
Croatia,799,Dominik Livaković,Goalkeeper,1995-01-09,Croatia
Croatia,799,Ivor Pandur,Goalkeeper,2000-03-25,Croatia
Croatia,799,Dominik Kotarski,Goalkeeper,2000-02-10,Croatia
Croatia,799,Duje Ćaleta-Car,Defence,1996-09-17,Croatia
Croatia,799,Marin Pongračić,Defence,1997-09-11,Croatia
Croatia,799,Martin Erlic,Defence,1998-01-24,Croatia
Croatia,799,Josip Stanišić,Defence,2000-04-02,Croatia
Croatia,799,Joško Gvardiol,Defence,2002-01-23,Croatia
Croatia,799,Josip Šutalo,Defence,2000-02-28,Croatia
Croatia,799,Luka Vušković,Defence,2007-02-24,Croatia
Croatia,799,Luka Modrić,Midfield,1985-09-09,Croatia
Croatia,799,Mateo Kovačić,Midfield,1994-05-06,Croatia
Croatia,799,Mario Pašalić,Midfield,1995-02-09,Croatia
Croatia,799,Nikola Vlašić,Midfield,1997-10-04,Croatia
Croatia,799,Nikola Moro,Midfield,1998-03-12,Croatia
Croatia,799,Kristijan Jakić,Midfield,1997-05-14,Croatia
Croatia,799,Luka Sučić,Midfield,2002-09-08,Croatia
Croatia,799,Petar Sucic,Midfield,2003-10-25,Croatia
Croatia,799,Martin Baturina,Midfield,2003-02-16,Croatia
Croatia,799,Toni Fruk,Midfield,2001-03-09,Croatia
Croatia,799,Andrej Kramarić,Offence,1991-06-19,Croatia
Croatia,799,Ivan Perišić,Offence,1989-02-02,Croatia
Croatia,799,Ante Budimir,Offence,1991-07-22,Croatia
Croatia,799,Petar Musa,Offence,1998-03-04,Croatia
Croatia,799,Marco Pašalić,Offence,2000-09-14,Croatia
Croatia,799,Igor Matanovic,Offence,2003-03-31,Croatia
Saudi Arabia,801,Mohammed Al Owais,Goalkeeper,1991-10-10,Saudi Arabia
Saudi Arabia,801,Nawaf Al Aqidi,Goalkeeper,2000-05-10,Saudi Arabia
Saudi Arabia,801,Ahmed Al Kassar,Goalkeeper,1991-05-08,Saudi Arabia
Saudi Arabia,801,Abdulelah Al Amri,Defence,1997-01-15,Saudi Arabia
Saudi Arabia,801,Saud Abdulhamid,Defence,1999-07-18,Saudi Arabia
Saudi Arabia,801,Ali Lajami,Defence,1996-04-24,Saudi Arabia
Saudi Arabia,801,Hassan Al Tambakti,Defence,1999-02-09,Saudi Arabia
Saudi Arabia,801,Hassan Kadesh,Defence,1992-09-27,Saudi Arabia
Saudi Arabia,801,Moteb Al Harbi,Defence,2000-02-20,Saudi Arabia
Saudi Arabia,801,Ali Majrashi,Defence,1999-10-01,Saudi Arabia
Saudi Arabia,801,Jehad Thakri,Defence,2001-07-21,Saudi Arabia
Saudi Arabia,801,Nawaf Boushal,Defence,1999-09-16,Saudi Arabia
Saudi Arabia,801,Salem Al Dawsari,Midfield,1991-08-19,Saudi Arabia
Saudi Arabia,801,Abdullah Al Khaibari,Midfield,1996-08-16,Saudi Arabia
Saudi Arabia,801,Nasser Al Dawsari,Midfield,1998-12-19,Saudi Arabia
Saudi Arabia,801,Ayman Yahya,Midfield,2001-05-14,Saudi Arabia
Saudi Arabia,801,Musab Al Juwayr,Midfield,2003-06-20,Saudi Arabia
Saudi Arabia,801,Mohammed Kanno,Midfield,1994-09-22,Saudi Arabia
Saudi Arabia,801,Ziyad Al-Johani,Midfield,2001-11-11,Saudi Arabia
Saudi Arabia,801,Mohammed Abu Al Shamat,Midfield,2002-08-11,Saudi Arabia
Saudi Arabia,801,Alaa Al Hejji,Midfield,1995-12-03,Saudi Arabia
Saudi Arabia,801,Sultan Mandash,Offence,1994-10-17,Saudi Arabia
Saudi Arabia,801,Saleh Al Shehri,Offence,1993-11-01,Saudi Arabia
Saudi Arabia,801,Abdullah Al-Hamdan,Offence,1999-09-12,Saudi Arabia
Saudi Arabia,801,Khalid Al Ghannam,Offence,2000-11-07,Saudi Arabia
Saudi Arabia,801,Firas Al Brikan,Offence,2000-05-14,Saudi Arabia
Tunisia,802,Aymen Dahmen,Goalkeeper,1997-01-28,Tunisia
Tunisia,802,Sabri Ben Hessen,Goalkeeper,1996-06-13,Tunisia
Tunisia,802,Abdelmouhib Chamakh,Goalkeeper,2001-08-25,Tunisia
Tunisia,802,Dylan Bronn,Defence,1995-06-19,Tunisia
Tunisia,802,Ali El Abdi,Defence,1993-12-20,Tunisia
Tunisia,802,Yan Valery,Defence,1999-02-22,Tunisia
Tunisia,802,Mortadha Ben Ouanes,Defence,1994-07-02,Tunisia
Tunisia,802,Omar Rekik,Defence,2001-12-20,Tunisia
Tunisia,802,Yassine Chikhaoui,Defence,2004-06-09,
Tunisia,802,Montassar Talbi,Defence,1998-05-26,Tunisia
Tunisia,802,Moutaz Neffati,Defence,2004-09-04,Tunisia
Tunisia,802,Mohamed Amine Ben Hamida,Defence,1995-12-15,Tunisia
Tunisia,802,Adem Arous,Defence,2004-07-17,Tunisia
Tunisia,802,Ellyes Skhiri,Midfield,1995-05-10,Tunisia
Tunisia,802,Rani Khedira,Midfield,1994-01-27,Tunisia
Tunisia,802,Anis Ben Slimane,Midfield,2001-03-16,Tunisia
Tunisia,802,Ismaël Gharbi,Midfield,2004-04-10,Tunisia
Tunisia,802,Hannibal Mejbri,Midfield,2003-01-21,Tunisia
Tunisia,802,Elias Achouri,Midfield,1999-02-10,Tunisia
Tunisia,802,Hadj Mahmoud,Midfield,2000-04-24,Tunisia
Tunisia,802,Sebastian Tounekti,Offence,2002-07-13,Tunisia
Tunisia,802,Firas Chaouat,Offence,1996-05-08,Tunisia
Tunisia,802,Elias Saad,Offence,1999-12-27,Tunisia
Tunisia,802,Hazem Mastouri,Offence,1997-06-18,Tunisia
Tunisia,802,Rayan Elloumi,Offence,2007-09-17,Tunisia
Tunisia,802,Khalil Ayari,Offence,2005-02-02,Tunisia
Turkey,803,Mert Günok,Goalkeeper,1989-03-01,Turkey
Turkey,803,Altay Bayındır,Goalkeeper,1998-04-14,Turkey
Turkey,803,Uğurcan Çakır,Goalkeeper,1996-04-05,Turkey
Turkey,803,Çağlar Söyüncü,Defence,1996-05-23,Turkey
Turkey,803,Kaan Ayhan,Defence,1994-11-10,Turkey
Turkey,803,Ferdi Kadıoğlu,Defence,1999-10-07,Turkey
Turkey,803,Mert Müldür,Defence,1999-04-03,Turkey
Turkey,803,Zeki Çelik,Defence,1997-02-17,Turkey
Turkey,803,Abdülkerim Bardakcı,Defence,1994-09-07,Turkey
Turkey,803,Ozan Kabak,Defence,2000-03-25,Turkey
Turkey,803,Merih Demiral,Defence,1998-03-05,Turkey
Turkey,803,Samet Akaydın,Defence,1994-03-13,Turkey
Turkey,803,Evren Eren Elmalı,Defence,2000-07-07,Turkey
Turkey,803,Salih Özcan,Midfield,1998-01-11,Turkey
Turkey,803,Hakan Çalhanoğlu,Midfield,1994-02-08,Turkey
Turkey,803,Orkun Kökçü,Midfield,2000-12-29,Turkey
Turkey,803,İsmail Yüksek,Midfield,1999-01-26,Turkey
Turkey,803,Arda Guler,Midfield,2005-02-25,Turkey
Turkey,803,Oguz Aydin,Midfield,2000-10-27,Turkey
Turkey,803,Baris Yilmaz,Midfield,2000-05-23,Turkey
Turkey,803,İrfan Kahveci,Midfield,1995-07-15,Turkey
Turkey,803,Yunus Akgün,Offence,2000-07-07,Turkey
Turkey,803,Muhammed Kerem Aktürkoğlu,Offence,1998-10-21,Turkey
Turkey,803,Deniz Gul,Offence,2004-07-02,Turkey
Turkey,803,Kenan Yıldız,Offence,2005-05-04,Turkey
Turkey,803,Can Uzun,Offence,2005-11-11,Turkey
Senegal,804,Edouard Mendy,Goalkeeper,1992-03-01,Senegal
Senegal,804,Yehvann Diouf,Goalkeeper,1999-11-16,Senegal
Senegal,804,Mory Diaw,Goalkeeper,1993-06-22,Senegal
Senegal,804,Ismail Jakobs,Defence,1999-08-17,Senegal
Senegal,804,Kalidou Koulibaly,Defence,1991-06-20,Senegal
Senegal,804,Moussa Niakhaté,Defence,1996-03-08,Senegal
Senegal,804,Abdoulaye Seck,Defence,1992-06-04,Senegal
Senegal,804,Antoine Mendy,Defence,2004-05-27,Senegal
Senegal,804,Mamadou Sarr,Defence,2005-08-29,Senegal
Senegal,804,El Hadji Diouf,Defence,2004-12-28,Senegal
Senegal,804,Pape Gueye,Midfield,1999-01-24,Senegal
Senegal,804,Idrissa Gana Guèye,Midfield,1989-09-26,Senegal
Senegal,804,Ismaïla Sarr,Midfield,1998-02-25,Senegal
Senegal,804,Krépin Diatta,Midfield,1999-02-25,Senegal
Senegal,804,Pathé Ciss,Midfield,1994-03-16,Senegal
Senegal,804,Iliman Ndiaye,Midfield,2000-03-06,Senegal
Senegal,804,Pape Sarr,Midfield,2002-09-14,Senegal
Senegal,804,Habib Diarra,Midfield,2004-01-03,Senegal
Senegal,804,Lamine Camara,Midfield,2004-01-01,Senegal
Senegal,804,Bara Ndiaye,Midfield,2007-12-31,Senegal
Senegal,804,Sadio Mané,Offence,1992-04-10,Senegal
Senegal,804,Cherif Ndiaye,Offence,1996-01-23,Senegal
Senegal,804,Nicolas Jackson,Offence,2001-06-20,Senegal
Senegal,804,Ahmadou Bamba Dieng,Offence,2000-03-23,Senegal
Senegal,804,Assane Diao,Offence,2005-09-07,Senegal
Senegal,804,Ibrahim M'Baye,Offence,2008-01-24,Senegal
Senegal,804,Pape Thiaw,Coach,1981-02-05,Senegal
Belgium,805,Thibaut Courtois,Goalkeeper,1992-05-11,Belgium
Belgium,805,Senne Lammens,Goalkeeper,2002-07-07,Belgium
Belgium,805,Mike Penders,Goalkeeper,2005-07-31,Belgium
Belgium,805,Timothy Castagne,Defence,1995-12-05,Belgium
Belgium,805,Thomas Meunier,Defence,1991-09-12,Belgium
Belgium,805,Brandon Mechele,Defence,1993-01-28,Belgium
Belgium,805,Maxim De Cuyper,Defence,2000-12-22,Belgium
Belgium,805,Arthur Theate,Defence,2000-05-25,Belgium
Belgium,805,Koni De Winter,Defence,2002-06-12,Belgium
Belgium,805,Zeno Debast,Defence,2003-10-24,Belgium
Belgium,805,Nathan Ngoy,Defence,2003-06-10,Belgium
Belgium,805,Joaquin Seys,Defence,2005-03-28,Belgium
Belgium,805,Kevin De Bruyne,Midfield,1991-06-28,Belgium
Belgium,805,Axel Witsel,Midfield,1989-01-12,Belgium
Belgium,805,Youri Tielemans,Midfield,1997-05-07,Belgium
Belgium,805,Dodi Lukebakio,Midfield,1997-09-24,Belgium
Belgium,805,Alexis Saelemaekers,Midfield,1999-06-27,Belgium
Belgium,805,Hans Vanaken,Midfield,1992-08-24,Belgium
Belgium,805,Nicolas Raskin,Midfield,2001-02-23,Belgium
Belgium,805,Jeremy Doku,Midfield,2002-05-27,Belgium
Belgium,805,Amadou Onana,Midfield,2001-08-16,Belgium
Belgium,805,Diego Moreira,Midfield,2004-08-06,Belgium
Belgium,805,Romelu Lukaku,Offence,1993-05-13,Belgium
Belgium,805,Leandro Trossard,Offence,1994-12-04,Belgium
Belgium,805,Charles De Ketelaere,Offence,2001-03-10,Belgium
Belgium,805,Matias Fernandez-Pardo,Offence,2005-02-03,Belgium
Morocco,815,Munir Mohamedi,Goalkeeper,1989-05-10,Morocco
Morocco,815,Yassine Bounou,Goalkeeper,1991-04-05,Morocco
Morocco,815,Ahmed Reda Tagnaouti,Goalkeeper,1996-04-05,Morocco
Morocco,815,Achraf Hakimi,Defence,1998-11-04,Morocco
Morocco,815,Noussair Mazraoui,Defence,1997-11-14,Morocco
Morocco,815,Issa Diop,Defence,1997-01-09,France
Morocco,815,Nayef Aguerd,Defence,1996-03-30,Morocco
Morocco,815,Anass Salah-Eddine,Defence,2002-01-18,Morocco
Morocco,815,Chadi Riad,Defence,2003-06-17,Morocco
Morocco,815,Redouane Halhal,Defence,2003-03-05,France
Morocco,815,Zakaria El Ouahdi,Defence,2001-12-31,Morocco
Morocco,815,Youssef Belammari,Defence,1998-09-20,Morocco
Morocco,815,Sofyan Amrabat,Midfield,1996-08-21,Morocco
Morocco,815,Brahim Diaz,Midfield,1999-08-03,Morocco
Morocco,815,Azzedine Ounahi,Midfield,2000-04-19,Morocco
Morocco,815,Ismael Saibari,Midfield,2001-01-28,Morocco
Morocco,815,Neil El Aynaoui,Midfield,2001-07-02,Morocco
Morocco,815,Bilal El Khannouss,Midfield,2005-05-09,Morocco
Morocco,815,Chemsdine Talbi,Midfield,2005-05-09,Morocco
Morocco,815,Ayyoub Bouaddi,Midfield,2007-10-02,France
Morocco,815,Samir El Mourabet,Midfield,2005-10-06,Morocco
Morocco,815,Soufiane Rahimi,Offence,1996-06-02,Morocco
Morocco,815,Ayoub El Kaabi,Offence,1993-06-25,Morocco
Morocco,815,Abdessamad Ezzalzouli,Offence,2001-12-17,Morocco
Morocco,815,Gessime Yassine,Offence,2005-11-22,France
Morocco,815,Ayoube Amaimouni-Echghouyab,Offence,2004-11-30,Morocco
Austria,816,Alexander Schlager,Goalkeeper,1996-02-01,Austria
Austria,816,Patrick Pentz,Goalkeeper,1997-01-02,Austria
Austria,816,Florian Wiegele,Goalkeeper,2001-03-21,Austria
Austria,816,David Alaba,Defence,1992-06-24,Austria
Austria,816,Stefan Posch,Defence,1997-05-14,Austria
Austria,816,Philipp Mwene,Defence,1994-01-29,Austria
Austria,816,Kevin Danso,Defence,1998-09-19,Austria
Austria,816,Marco Friedl,Defence,1998-03-16,Austria
Austria,816,Philipp Lienhart,Defence,1996-07-11,Austria
Austria,816,Michael Svoboda,Defence,1998-10-15,Austria
Austria,816,Alexander Prass,Defence,2001-05-26,Austria
Austria,816,David Affengruber,Defence,2001-03-19,Austria
Austria,816,Florian Grillitsch,Midfield,1995-08-07,Austria
Austria,816,Alessandro Schöpf,Midfield,1994-02-07,Austria
Austria,816,Konrad Laimer,Midfield,1997-05-27,Austria
Austria,816,Marcel Sabitzer,Midfield,1994-03-17,Austria
Austria,816,Xaver Schlager,Midfield,1997-09-28,Austria
Austria,816,Romano Schmid,Midfield,2000-01-27,Austria
Austria,816,Christoph Baumgartner,Midfield,1999-08-01,Austria
Austria,816,Nicolas  Seiwald,Midfield,2001-05-04,Austria
Austria,816,Patrick Wimmer,Midfield,2001-05-30,Austria
Austria,816,Carney Chukwuemeka,Midfield,2003-10-20,Austria
Austria,816,Paul Wanner,Midfield,2005-12-23,Austria
Austria,816,Michael Gregoritsch,Offence,1994-04-18,Austria
Austria,816,Marko Arnautovic,Offence,1989-04-19,Austria
Austria,816,Saša Kalajdžić,Offence,1997-07-07,Austria
Colombia,818,Camilo Vargas,Goalkeeper,1989-03-09,Colombia
Colombia,818,David Ospina,Goalkeeper,1988-08-31,Colombia
Colombia,818,Álvaro Montero,Goalkeeper,1995-03-29,Colombia
Colombia,818,Santiago Arias,Defence,1992-01-13,Colombia
Colombia,818,Johan Mojica,Defence,1992-08-21,Colombia
Colombia,818,Yerry Mina,Defence,1994-09-23,Colombia
Colombia,818,Davinson Sánchez,Defence,1996-06-12,Colombia
Colombia,818,Deiver Machado,Defence,1993-09-02,Colombia
Colombia,818,Daniel Muñoz,Defence,1996-05-26,Colombia
Colombia,818,Jhon Lucumí,Defence,1998-06-26,Colombia
Colombia,818,Willer Ditta,Defence,1997-01-23,Colombia
Colombia,818,James Rodríguez,Midfield,1991-07-12,Colombia
Colombia,818,Jefferson Lerma,Midfield,1994-10-25,Colombia
Colombia,818,Jhon Arias,Midfield,1997-09-21,Colombia
Colombia,818,Jorge Carrascal,Midfield,1998-05-25,Colombia
Colombia,818,Kevin Castaño,Midfield,2000-09-29,Colombia
Colombia,818,Juan Quintero,Midfield,1993-01-18,Colombia
Colombia,818,Jaminton Campaz,Midfield,2000-05-24,Colombia
Colombia,818,Richard Rios,Midfield,2000-06-02,Colombia
Colombia,818,Juan Portilla,Midfield,1998-09-12,Colombia
Colombia,818,Gustavo Puerta,Midfield,2003-07-23,Colombia
Colombia,818,Jhon Córdoba,Offence,1993-05-11,Colombia
Colombia,818,Luis Díaz,Offence,1997-01-13,Colombia
Colombia,818,Luis Suárez,Offence,1997-12-02,Colombia
Colombia,818,Cucho Hernández,Offence,1999-04-20,Colombia
Colombia,818,Carlos Gómez,Offence,2002-09-12,Colombia
Egypt,825,Mohamed El Shenawy,Goalkeeper,1988-12-18,Egypt
Egypt,825,Mohamed Alaa,Goalkeeper,1999-09-01,Egypt
Egypt,825,Oufa Shobeir,Goalkeeper,2000-03-17,Egypt
Egypt,825,El Mahdi Soliman,Goalkeeper,1987-06-08,Egypt
Egypt,825,Karim Hafez,Defence,1996-03-12,Egypt
Egypt,825,Mohamed Hany,Defence,1996-01-25,Egypt
Egypt,825,Yasser Ibrahim,Defence,1993-02-10,Egypt
Egypt,825,Ahmed El Fotouh,Defence,1998-03-22,Egypt
Egypt,825,Mohamed Abdelmonem,Defence,1999-02-01,Egypt
Egypt,825,Rami Rabia,Defence,1993-05-20,Egypt
Egypt,825,Hossam Abdelmaguid,Defence,2001-04-30,Egypt
Egypt,825,Tarek Alaa,Defence,2002-01-05,Egypt
Egypt,825,Zizo,Midfield,1996-01-10,Egypt
Egypt,825,Nabil Dunga,Midfield,1996-04-06,Egypt
Egypt,825,Hamdy Fathy,Midfield,1994-09-29,Egypt
Egypt,825,Trezeguet,Midfield,1994-10-01,Egypt
Egypt,825,Emam Ashour,Midfield,1998-02-20,Egypt
Egypt,825,Mohanad Lashin,Midfield,1996-05-29,Egypt
Egypt,825,Marwan Attia,Midfield,1998-08-12,Egypt
Egypt,825,Mahmoud Saber,Midfield,2001-07-30,Egypt
Egypt,825,Mostafa Ziko,Midfield,1997-04-27,Egypt
Egypt,825,Mohamed Salah,Offence,1992-06-15,Egypt
Egypt,825,Omar Marmoush,Offence,1999-02-07,Egypt
Egypt,825,Haissem Hassan,Offence,2002-02-08,Egypt
Egypt,825,Ibrahim Adel,Offence,2001-04-24,Egypt
Egypt,825,Hamza Abdelkarim,Offence,2008-01-01,Egypt
Canada,828,Maxime Crépeau,Goalkeeper,1994-05-11,Canada
Canada,828,Dayne St. Clair,Goalkeeper,1997-05-09,Canada
Canada,828,Owen Goodman,Goalkeeper,2003-11-27,Canada
Canada,828,Alphonso Davies,Defence,2000-11-02,Canada
Canada,828,Richie Laryea,Defence,1995-01-07,Canada
Canada,828,Alfie Jones,Defence,1997-10-07,Canada
Canada,828,Joel Waterman,Defence,1996-01-24,Canada
Canada,828,Derek Cornelius,Defence,1997-11-25,Canada
Canada,828,Alistair Johnston,Defence,1998-10-08,Canada
Canada,828,Moise Bombito,Defence,2000-03-30,Canada
Canada,828,Luc De Fougerolles,Defence,2005-10-12,Canada
Canada,828,Jonathan Osorio,Midfield,1992-12-06,Canada
Canada,828,Stephen Eustáquio,Midfield,1996-12-21,Canada
